occupation,count,corrected_occupation,change_category,unknown_words,suggested_occupation
Appe to Book Sewing,1,Appe to Book Sewing,UNCHANGED,Appe,Rappe to Book Sewing
"Appe, Engine Fitter at Works",1,"Appe, Engine Fitter at Works",UNCHANGED,Appe,"Rappe, Engine Fitter at Works"
Appen to Barbry,1,Appen to Barbry,UNCHANGED,Appen; Barbry,Alpen to Barboy
Appentce Grocer,1,Appentce Grocer,UNCHANGED,Appentce,Appentice Grocer
Appenter-Operative,1,Appenter Operative,NORMALIZATION,Appenter,Appender Operative
Appentes Dressmaker,1,Appentes Dressmaker,UNCHANGED,Appentes,Appender Dressmaker
Appentic and Machenc,1,Appentic and Machenc,UNCHANGED,Appentic; Machenc,Appentice and Marchen
Appentic Carpenter,1,Appentic Carpenter,UNCHANGED,Appentic,Appentice Carpenter
Appentice and Milliery and ?,1,Appentice and Milliery and ?,UNCHANGED,Milliery,Appentice and Milliers and ?
Appentice Bootler,1,Appentice Bootler,UNCHANGED,Bootler,Appentice Bootleg
Appentice Cabinater Maker,1,Appentice Cabinater Maker,UNCHANGED,Cabinater,Appentice Carinated Maker
Appentice to Plasterary,1,Appentice to Plasterary,UNCHANGED,Plasterary,Appentice to Plastery
Appentice to the Mortle Trade,1,Appentice to the Mortle Trade,UNCHANGED,Mortle,Appentice to the Morule Trade
Appentice Watch Finsher,1,Appentice Watch Finsher,UNCHANGED,Finsher,Appentice Watch Finisher
Appentie,1,Appentie,UNCHANGED,Appentie,Appentice
Appentrice,1,Appentrice,UNCHANGED,Appentrice,Appentice
Apperence Carriage ?,1,Apperence Carriage ?,UNCHANGED,Apperence,Apparence Carriage ?
Apperent Plumber,1,Apperent Plumber,UNCHANGED,Apperent,Apparent Plumber
Apperentic to the Stone Mason,1,Apperentic to the Stone Mason,UNCHANGED,Apperentic,Apheretic to the Stone Mason
Apperentice - Electrical Engineering,1,Apperentice Electrical Engineering,NORMALIZATION,Apperentice,Apprentice Electrical Engineering
Apperentice Butcher,1,Apperentice Butcher,UNCHANGED,Apperentice,Apprentice Butcher
Apperentice Copper Smith,1,Apperentice Copper Smith,UNCHANGED,Apperentice,Apprentice Copper Smith
Apperentice Dress Maker,1,Apperentice Dress Maker,UNCHANGED,Apperentice,Apprentice Dress Maker
Apperentice Dress making,1,Apperentice Dress making,UNCHANGED,Apperentice,Apprentice Dress making
Apperentice Plater,1,Apperentice Plater,UNCHANGED,Apperentice,Apprentice Plater
Apperentice Tailoress,1,Apperentice Tailoress,UNCHANGED,Apperentice,Apprentice Tailoress
apperintace Bottle Trade,1,apperintace Bottle Trade,UNCHANGED,apperintace,apperintace Bottle Trade
Apperintice,1,Apperintice,UNCHANGED,Apperintice,Appentice
Apperntice,1,Apperntice,UNCHANGED,Apperntice,Appentice
Apperntice Boiler Maker Ship Yard,1,Apperntice Boiler Maker Ship Yard,UNCHANGED,Apperntice,Appentice Boiler Maker Ship Yard
Apperntice Plater Ship Yard,1,Apperntice Plater Ship Yard,UNCHANGED,Apperntice,Appentice Plater Ship Yard
Apperntice Plumber,1,Apperntice Plumber,UNCHANGED,Apperntice,Appentice Plumber
Appertic Pork Cutting,1,Appertic Pork Cutting,UNCHANGED,Appertic,Apeptic Pork Cutting
Appertice,1,Appertice,UNCHANGED,Appertice,Appertise
Appertice to Etching,1,Appertice to Etching,UNCHANGED,Appertice,Appertise to Etching
Appertince,1,Appertince,UNCHANGED,Appertince,Appetence
Appes Butcher,1,Appes Butcher,UNCHANGED,Appes,Appels Butcher
Appetrance,1,Appetrance,UNCHANGED,Appetrance,Appearance
Appintice Moulder,1,Appintice Moulder,UNCHANGED,Appintice,Appentice Moulder
Apple Marbe Manager,1,Apple Marbe Manager,UNCHANGED,Marbe,Apple Barbe Manager
Appolisler,1,Appolisler,UNCHANGED,Appolisler,Appolisler
Appr,1,Appr,UNCHANGED,Appr,Aper
Appr and Cabinet Maker,1,Appr and Cabinet Maker,UNCHANGED,Appr,Aper and Cabinet Maker
Appr Black Smith,1,Appr Black Smith,UNCHANGED,Appr,Aper Black Smith
Appr Boiler Maker,1,Appr Boiler Maker,UNCHANGED,Appr,Aper Boiler Maker
Appr Brass Finisher,1,Appr Brass Finisher,UNCHANGED,Appr,Aper Brass Finisher
Appr Brassfinisher,1,Appr Brassfinisher,UNCHANGED,Appr; Brassfinisher,Aper Brassfinisher
Appr Compositor,1,Appr Compositor,UNCHANGED,Appr,Aper Compositor
Appr Electrician,1,Appr Electrician,UNCHANGED,Appr,Aper Electrician
Appr Engine Fitter,1,Appr Engine Fitter,UNCHANGED,Appr,Aper Engine Fitter
Appr Engineer,1,Appr Engineer,UNCHANGED,Appr,Aper Engineer
Appr Fitter,1,Appr Fitter,UNCHANGED,Appr,Aper Fitter
Appr Fitter (Iron),1,Appr Fitter Iron,NORMALIZATION,Appr,Aper Fitter Iron
Appr Leather Cutter,1,Appr Leather Cutter,UNCHANGED,Appr,Aper Leather Cutter
Appr Mechanic Factory,1,Appr Mechanic Factory,UNCHANGED,Appr,Aper Mechanic Factory
Appr Milliner and Sales,1,Appr Milliner and Sales,UNCHANGED,Appr,Aper Milliner and Sales
Appr Patern Maker,1,Appr Patern Maker,UNCHANGED,Appr; Patern,Aper Patera Maker
Appr Pattern Maker,1,Appr Pattern Maker,UNCHANGED,Appr,Aper Pattern Maker
Appr Printer,1,Appr Printer,UNCHANGED,Appr,Aper Printer
Appr Rivetter,1,Appr Rivetter,UNCHANGED,Appr; Rivetter,Aper Riveter
Appr Ship Joiner,1,Appr Ship Joiner,UNCHANGED,Appr,Aper Ship Joiner
Appr Shipwright,1,Appr Shipwright,UNCHANGED,Appr,Aper Shipwright
Appr to Linen Trade,1,Appr to Linen Trade,UNCHANGED,Appr,Aper to Linen Trade
"Appr"" Joiner in Shipyard",1,"Appr"" Joiner in Shipyard",UNCHANGED,Appr,"Aper"" Joiner in Shipyard"
Appr. Electrician,1,Appr. Electrician,UNCHANGED,Appr,Aper. Electrician
Appr. Engine Fitter,1,Appr. Engine Fitter,UNCHANGED,Appr,Aper. Engine Fitter
Apprant Clerk,1,Apprant Clerk,UNCHANGED,Apprant,Apparent Clerk
Apprantc,1,Apprantc,UNCHANGED,Apprantc,Apprantc
Apprantic Moulder,1,Apprantic Moulder,UNCHANGED,Apprantic,Apophantic Moulder
Apprantice Fitter,1,Apprantice Fitter,UNCHANGED,Apprantice,Apprentice Fitter
Apprantice Tailor,1,Apprantice Tailor,UNCHANGED,Apprantice,Apprentice Tailor
Apprantis Carrier,1,Apprantis Carrier,UNCHANGED,Apprantis,Operantis Carrier
Apprartice,1,Apprartice,UNCHANGED,Apprartice,Apprentice
Apprce Plumber,1,Apprce Plumber,UNCHANGED,Apprce,Apprize Plumber
Appre Bottle Maker,1,Appre Bottle Maker,UNCHANGED,Appre,Appro Bottle Maker
Appre Carpenter,1,Appre Carpenter,UNCHANGED,Appre,Appro Carpenter
Appre Paviour,1,Appre Paviour,UNCHANGED,Appre,Appro Paviour
Appre. Carpenter,1,Appre. Carpenter,UNCHANGED,Appre,Appro. Carpenter
Appreasent Dressmaking,1,Appreasent Dressmaking,UNCHANGED,Appreasent,Appreasent Dressmaking
Apprece to Draper,1,Apprece to Draper,UNCHANGED,Apprece,Appreve to Draper
Appreist Compositor,1,Appreist Compositor,UNCHANGED,Appreist,Apprest Compositor
Appren Cabinet Making,1,Appren Cabinet Making,UNCHANGED,Appren,Apprend Cabinet Making
Appren Carpendar,1,Appren Carpendar,UNCHANGED,Appren; Carpendar,Apprend Carpenter
Appren Coach Trainner,1,Appren Coach Trainner,UNCHANGED,Appren; Trainner,Apprend Coach Trainer
Appren Engine Fitter at Works,1,Appren Engine Fitter at Works,UNCHANGED,Appren,Apprend Engine Fitter at Works
Appren Folder,1,Appren Folder,UNCHANGED,Appren,Apprend Folder
Appren Iron Molder,1,Appren Iron Molder,UNCHANGED,Appren; Molder,Apprend Iron Bolder
Appren Joiner,1,Appren Joiner,UNCHANGED,Appren,Apprend Joiner
Appren Shipwright,1,Appren Shipwright,UNCHANGED,Appren,Apprend Shipwright
Appren Shirt Maker,1,Appren Shirt Maker,UNCHANGED,Appren,Apprend Shirt Maker
Appren Solicitors Clerk,1,Appren Solicitors Clerk,UNCHANGED,Appren,Apprend Solicitors Clerk
Appren Stitcher,1,Appren Stitcher,UNCHANGED,Appren,Apprend Stitcher
Appren to B Smith,1,Appren to B Smith,UNCHANGED,Appren,Apprend to B Smith
Appren to Tailoring,1,Appren to Tailoring,UNCHANGED,Appren,Apprend to Tailoring
Apprence Carpender,1,Apprence Carpender,UNCHANGED,Apprence; Carpender,Apprense Carpenter
Apprence Dryer,1,Apprence Dryer,UNCHANGED,Apprence,Apprense Dryer
Apprence to Dressmaking,1,Apprence to Dressmaking,UNCHANGED,Apprence,Apprense to Dressmaking
Apprences to Dressmaking,1,Apprences to Dressmaking,UNCHANGED,Apprences,Apprense to Dressmaking
Apprenctice,1,Apprenctice,UNCHANGED,Apprenctice,Apprentice
Apprendice,1,Apprendice,UNCHANGED,Apprendice,Appendice
Apprendice Dressmaker,1,Apprendice Dressmaker,UNCHANGED,Apprendice,Appendice Dressmaker
Apprenetice Shipbuilder,1,Apprenetice Shipbuilder,UNCHANGED,Apprenetice,Apprentice Shipbuilder
Apprenice,1,Apprenice,UNCHANGED,Apprenice,Apprentice
Apprenice as Plumber,1,Apprenice as Plumber,UNCHANGED,Apprenice,Apprentice as Plumber
Apprenice Draper,1,Apprenice Draper,UNCHANGED,Apprenice,Apprentice Draper
Apprenice to Gas Fitter,1,Apprenice to Gas Fitter,UNCHANGED,Apprenice,Apprentice to Gas Fitter
Apprent Bottle factory,1,Apprent Bottle factory,UNCHANGED,Apprent,Apparent Bottle factory
Apprent Bricklayer,1,Apprent Bricklayer,UNCHANGED,Apprent,Apparent Bricklayer
Apprent Gardener,1,Apprent Gardener,UNCHANGED,Apprent,Apparent Gardener
Apprent Iron Tuner,1,Apprent Iron Tuner,UNCHANGED,Apprent,Apparent Iron Tuner
Apprent Moulder,1,Apprent Moulder,UNCHANGED,Apprent,Apparent Moulder
Apprent Painter,1,Apprent Painter,UNCHANGED,Apprent,Apparent Painter
Apprent Plumber,1,Apprent Plumber,UNCHANGED,Apprent,Apparent Plumber
Apprent Rainter,1,Apprent Rainter,UNCHANGED,Apprent; Rainter,Apparent Ranter
Apprent Shipright,1,Apprent Shipright,UNCHANGED,Apprent; Shipright,Apparent Shipwright
Apprent Watchmaker,1,Apprent Watchmaker,UNCHANGED,Apprent,Apparent Watchmaker
Apprent. Carpenter,1,Apprent. Carpenter,UNCHANGED,Apprent,Apparent. Carpenter
Apprentace Mechanic,1,Apprentace Mechanic,UNCHANGED,Apprentace,Apprentice Mechanic
Apprentace Wood Tuner,1,Apprentace Wood Tuner,UNCHANGED,Apprentace,Apprentice Wood Tuner
Apprentce at Carpentry,1,Apprentce at Carpentry,UNCHANGED,Apprentce,Apprentice at Carpentry
Apprentce Carpenter,1,Apprentce Carpenter,UNCHANGED,Apprentce,Apprentice Carpenter
Apprentce Clerk,1,Apprentce Clerk,UNCHANGED,Apprentce,Apprentice Clerk
Apprentce Clerk Linen Trade,1,Apprentce Clerk Linen Trade,UNCHANGED,Apprentce,Apprentice Clerk Linen Trade
Apprentce Dress Making,1,Apprentce Dress Making,UNCHANGED,Apprentce,Apprentice Dress Making
Apprentce Engineer,1,Apprentce Engineer,UNCHANGED,Apprentce,Apprentice Engineer
Apprentce Moulder,1,Apprentce Moulder,UNCHANGED,Apprentce,Apprentice Moulder
Apprentce to Cooper,1,Apprentce to Cooper,UNCHANGED,Apprentce,Apprentice to Cooper
Apprented Painter,1,Apprented Painter,UNCHANGED,Apprented,Apprenticed Painter
Apprentence Corking Ships,1,Apprentence Corking Ships,UNCHANGED,Apprentence,Appendence Corking Ships
Apprentence Engine Fitter,1,Apprentence Engine Fitter,UNCHANGED,Apprentence,Appendence Engine Fitter
Apprentence Engineer At Work,1,Apprentence Engineer At Work,UNCHANGED,Apprentence,Appendence Engineer At Work
Apprentence to Drapery,1,Apprentence to Drapery,UNCHANGED,Apprentence,Appendence to Drapery
Apprenter Oil and Color Store,1,Apprenter Oil and Color Store,UNCHANGED,Apprenter; Color,Appender Oil and Conor Store
Apprenteress Grocer,1,Apprenteress Grocer,UNCHANGED,Apprenteress,Apprenteress Grocer
Apprentes,1,Apprentes,UNCHANGED,Apprentes,Apprense
Apprentes Basket Maker,1,Apprentes Basket Maker,UNCHANGED,Apprentes,Apprense Basket Maker
Apprentes Builder,1,Apprentes Builder,UNCHANGED,Apprentes,Apprense Builder
Apprentes Calker Ship Yard,1,Apprentes Calker Ship Yard,UNCHANGED,Apprentes,Apprense Calker Ship Yard
Apprentes Dress Making,1,Apprentes Dress Making,UNCHANGED,Apprentes,Apprense Dress Making
Apprentes S wright,1,Apprentes S wright,UNCHANGED,Apprentes,Apprense S wright
Apprentest Chancelr,1,Apprentest Chancelr,UNCHANGED,Apprentest; Chancelr,Apprentest Chancer
Apprentic (Grocer),1,Apprentic Grocer,NORMALIZATION,Apprentic,Apprentice Grocer
Apprentic (Milliner),1,Apprentic Milliner,NORMALIZATION,Apprentic,Apprentice Milliner
Apprentic B. Smith,1,Apprentic B. Smith,UNCHANGED,Apprentic,Apprentice B. Smith
Apprentic Baker,1,Apprentic Baker,UNCHANGED,Apprentic,Apprentice Baker
Apprentic Boiler Maker,1,Apprentic Boiler Maker,UNCHANGED,Apprentic,Apprentice Boiler Maker
Apprentic Boilermaker,1,Apprentic Boilermaker,UNCHANGED,Apprentic,Apprentice Boilermaker
Apprentic Boot Finisher,1,Apprentic Boot Finisher,UNCHANGED,Apprentic,Apprentice Boot Finisher
Apprentic Bootmaker,1,Apprentic Bootmaker,UNCHANGED,Apprentic,Apprentice Bootmaker
Apprentic Brass Moulder,1,Apprentic Brass Moulder,UNCHANGED,Apprentic,Apprentice Brass Moulder
Apprentic Bricklayer,1,Apprentic Bricklayer,UNCHANGED,Apprentic,Apprentice Bricklayer
Apprentic Building Surveyor,1,Apprentic Building Surveyor,UNCHANGED,Apprentic,Apprentice Building Surveyor
Apprentic Cabonit Maker,1,Apprentic Cabonit Maker,UNCHANGED,Apprentic; Cabonit,Apprentice Caronic Maker
Apprentic Carpety,1,Apprentic Carpety,UNCHANGED,Apprentic; Carpety,Apprentice Carpets
Apprentic Chemist,1,Apprentic Chemist,UNCHANGED,Apprentic,Apprentice Chemist
Apprentic Chulker Ship Yard's,1,Apprentic Chulker Ship Yard's,UNCHANGED,Apprentic; Chulker,Apprentice Caulker Ship Yard's
Apprentic Clerk,1,Apprentic Clerk,UNCHANGED,Apprentic,Apprentice Clerk
Apprentic Clerk Distillery,1,Apprentic Clerk Distillery,UNCHANGED,Apprentic,Apprentice Clerk Distillery
Apprentic Confectioner,1,Apprentic Confectioner,UNCHANGED,Apprentic,Apprentice Confectioner
Apprentic Drapery,1,Apprentic Drapery,UNCHANGED,Apprentic,Apprentice Drapery
Apprentic Dress Maker,1,Apprentic Dress Maker,UNCHANGED,Apprentic,Apprentice Dress Maker
Apprentic Dress Making,1,Apprentic Dress Making,UNCHANGED,Apprentic,Apprentice Dress Making
Apprentic Dresser,1,Apprentic Dresser,UNCHANGED,Apprentic,Apprentice Dresser
Apprentic Dressmaker,1,Apprentic Dressmaker,UNCHANGED,Apprentic,Apprentice Dressmaker
Apprentic Dressmakers,1,Apprentic Dressmakers,UNCHANGED,Apprentic,Apprentice Dressmakers
Apprentic Engin Fitter,1,Apprentic Engin Fitter,UNCHANGED,Apprentic,Apprentice Engin Fitter
Apprentic Engineer,1,Apprentic Engineer,UNCHANGED,Apprentic,Apprentice Engineer
Apprentic Fitter,1,Apprentic Fitter,UNCHANGED,Apprentic,Apprentice Fitter
Apprentic Grocer,1,Apprentic Grocer,UNCHANGED,Apprentic,Apprentice Grocer
Apprentic Hackler,1,Apprentic Hackler,UNCHANGED,Apprentic,Apprentice Hackler
Apprentic Harness Maker,1,Apprentic Harness Maker,UNCHANGED,Apprentic,Apprentice Harness Maker
Apprentic in Drapery Business,1,Apprentic in Drapery Business,UNCHANGED,Apprentic,Apprentice in Drapery Business
Apprentic in Pork Store,1,Apprentic in Pork Store,UNCHANGED,Apprentic,Apprentice in Pork Store
Apprentic in Printing House,1,Apprentic in Printing House,UNCHANGED,Apprentic,Apprentice in Printing House
Apprentic Linen Business,1,Apprentic Linen Business,UNCHANGED,Apprentic,Apprentice Linen Business
Apprentic Linen Lapper,1,Apprentic Linen Lapper,UNCHANGED,Apprentic,Apprentice Linen Lapper
Apprentic Lithographer,1,Apprentic Lithographer,UNCHANGED,Apprentic,Apprentice Lithographer
Apprentic Loco Fitter,1,Apprentic Loco Fitter,UNCHANGED,Apprentic,Apprentice Loco Fitter
Apprentic Lupper,1,Apprentic Lupper,UNCHANGED,Apprentic; Lupper,Apprentice Lumper
Apprentic Machin,1,Apprentic Machin,UNCHANGED,Apprentic,Apprentice Machin
Apprentic Masen,1,Apprentic Masen,UNCHANGED,Apprentic; Masen,Apprentice Rasen
Apprentic Mechanic,1,Apprentic Mechanic,UNCHANGED,Apprentic,Apprentice Mechanic
Apprentic Plumber,1,Apprentic Plumber,UNCHANGED,Apprentic,Apprentice Plumber
Apprentic Printer,1,Apprentic Printer,UNCHANGED,Apprentic,Apprentice Printer
Apprentic Printer Cutter,1,Apprentic Printer Cutter,UNCHANGED,Apprentic,Apprentice Printer Cutter
Apprentic Rivetter,1,Apprentic Rivetter,UNCHANGED,Apprentic; Rivetter,Apprentice Riveter
Apprentic Shipwright,1,Apprentic Shipwright,UNCHANGED,Apprentic,Apprentice Shipwright
Apprentic Shopkeeper,1,Apprentic Shopkeeper,UNCHANGED,Apprentic,Apprentice Shopkeeper
Apprentic Smith Black,1,Apprentic Smith Black,UNCHANGED,Apprentic,Apprentice Smith Black
Apprentic Tier,1,Apprentic Tier,UNCHANGED,Apprentic,Apprentice Tier
Apprentic to Boat Building,1,Apprentic to Boat Building,UNCHANGED,Apprentic,Apprentice to Boat Building
Apprentic to Chemist,1,Apprentic to Chemist,UNCHANGED,Apprentic,Apprentice to Chemist
Apprentic to China and Delf Business,1,Apprentic to China and Delf Business,UNCHANGED,Apprentic,Apprentice to China and Delf Business
Apprentic to Draper,1,Apprentic to Draper,UNCHANGED,Apprentic,Apprentice to Draper
Apprentic to Drapery,1,Apprentic to Drapery,UNCHANGED,Apprentic,Apprentice to Drapery
Apprentic to Dressmak,1,Apprentic to Dressmak,UNCHANGED,Apprentic; Dressmak,Apprentice to Dressmake
Apprentic to Hosiery,1,Apprentic to Hosiery,UNCHANGED,Apprentic,Apprentice to Hosiery
Apprentic to Millinery and Sales,1,Apprentic to Millinery and Sales,UNCHANGED,Apprentic,Apprentice to Millinery and Sales
Apprentic to Sales,1,Apprentic to Sales,UNCHANGED,Apprentic,Apprentice to Sales
Apprentic to Ship-Joiner,1,Apprentic to Ship Joiner,NORMALIZATION,Apprentic,Apprentice to Ship Joiner
Apprentic to Upholsterny,1,Apprentic to Upholsterny,UNCHANGED,Apprentic; Upholsterny,Apprentice to Upholstery
Apprentic to Victualler,1,Apprentic to Victualler,UNCHANGED,Apprentic,Apprentice to Victualler
Apprentic to Wholesale Drapers,1,Apprentic to Wholesale Drapers,UNCHANGED,Apprentic,Apprentice to Wholesale Drapers
Apprentic Tobacco Spinner,1,Apprentic Tobacco Spinner,UNCHANGED,Apprentic,Apprentice Tobacco Spinner
Apprentic-Mason,1,Apprentic Mason,NORMALIZATION,Apprentic,Apprentice Mason
Apprentic-Plumer and Gas Fitter,1,Apprentic Plumer and Gas Fitter,NORMALIZATION,Apprentic,Apprentice Plumer and Gas Fitter
Apprentic. Painter,1,Apprentic. Painter,UNCHANGED,Apprentic,Apprentice. Painter
Apprenticbaker,1,Apprenticbaker,UNCHANGED,Apprenticbaker,Apprenticbaker
Apprentice (?iy Master),1,Apprentice ?iy Master,NORMALIZATION,iy,Apprentice ?Ky Master
Apprentice (Brass Finistory),1,Apprentice Brass Finistory,NORMALIZATION,Finistory,Apprentice Brass Ministry
Apprentice (Carpen,1,Apprentice Carpen,NORMALIZATION,Carpen,Apprentice Carpent
Apprentice (Drugist),1,Apprentice Drugist,NORMALIZATION,Drugist,Apprentice Druggist
Apprentice (Groceryer),1,Apprentice Groceryer,NORMALIZATION,Groceryer,Apprentice Groceries
Apprentice 5th Carpenter,1,Apprentice 5th Carpenter,UNCHANGED,5th,Apprentice Fth Carpenter
Apprentice Ainter,1,Apprentice Ainter,UNCHANGED,Ainter,Apprentice Winter
Apprentice and Bicyel Merch,1,Apprentice and Bicyel Merch,UNCHANGED,Bicyel,Apprentice and Bicycle Merch
Apprentice and Carpentery,1,Apprentice and Carpentery,UNCHANGED,Carpentery,Apprentice and Carpenter
Apprentice and Gardeney,1,Apprentice and Gardeney,UNCHANGED,Gardeney,Apprentice and Gardenly
Apprentice and Mec Engineering,1,Apprentice and Mec Engineering,UNCHANGED,Mec,Apprentice and Men Engineering
Apprentice and Plumbling,1,Apprentice and Plumbling,UNCHANGED,Plumbling,Apprentice and Plumbing
Apprentice Apror Cutter,1,Apprentice Apror Cutter,UNCHANGED,Apror,Apprentice Apron Cutter
Apprentice Archeteck,1,Apprentice Archeteck,UNCHANGED,Archeteck,Apprentice Architect
Apprentice at the Carpenting,1,Apprentice at the Carpenting,UNCHANGED,Carpenting,Apprentice at the Carpeting
Apprentice B.S,1,Apprentice B.S,UNCHANGED,B.S,Apprentice Bps
Apprentice Barler,1,Apprentice Barler,UNCHANGED,Barler,Apprentice Barger
Apprentice Birck,1,Apprentice Birck,UNCHANGED,Birck,Apprentice Bick
Apprentice Bodgmaker,1,Apprentice Bodgmaker,UNCHANGED,Bodgmaker,Apprentice Bodymaker
Apprentice Boilemaker,1,Apprentice Boilemaker,UNCHANGED,Boilemaker,Apprentice Boilermaker
Apprentice Book Binde,1,Apprentice Book Binde,UNCHANGED,Binde,Apprentice Book Bindle
Apprentice Bootmakers,1,Apprentice Bootmakers,UNCHANGED,Bootmakers,Apprentice Bookmakers
Apprentice Boter Maker,1,Apprentice Boter Maker,UNCHANGED,Boter,Apprentice Doter Maker
Apprentice Bottle Mld Maker,1,Apprentice Bottle Mld Maker,UNCHANGED,Mld,Apprentice Bottle Mud Maker
Apprentice Bottle Wks,1,Apprentice Bottle Wks,UNCHANGED,Wks,Apprentice Bottle Wis
Apprentice Boyiler Maker,1,Apprentice Boyiler Maker,UNCHANGED,Boyiler,Apprentice Boiler Maker
Apprentice Brackon,1,Apprentice Brackon,UNCHANGED,Brackon,Apprentice Bracken
Apprentice Brassfinisher Unemployed,1,Apprentice Brassfinisher Unemployed,UNCHANGED,Brassfinisher,Apprentice Brassfinisher Unemployed
Apprentice Brcklay,1,Apprentice Brcklay,UNCHANGED,Brcklay,Apprentice Bricklay
Apprentice Brick Layer B.T.,1,Apprentice Brick Layer B.T.,UNCHANGED,B.T,Apprentice Brick Layer But.
Apprentice Bricklayor,1,Apprentice Bricklayor,UNCHANGED,Bricklayor,Apprentice Bricklayer
Apprentice Bringle Enquiring,1,Apprentice Bringle Enquiring,UNCHANGED,Bringle,Apprentice Dringle Enquiring
Apprentice Buttler,1,Apprentice Buttler,UNCHANGED,Buttler,Apprentice Bustler
Apprentice Cabinet Mak,1,Apprentice Cabinet Mak,UNCHANGED,Mak,Apprentice Cabinet Zak
Apprentice Cabinetm,1,Apprentice Cabinetm,UNCHANGED,Cabinetm,Apprentice Cabinets
Apprentice Cabinetment,1,Apprentice Cabinetment,UNCHANGED,Cabinetment,Apprentice Cabinetment
Apprentice Caneker,1,Apprentice Caneker,UNCHANGED,Caneker,Apprentice Canker
Apprentice Carpentery,1,Apprentice Carpentery,UNCHANGED,Carpentery,Apprentice Carpenter
Apprentice Chermist,1,Apprentice Chermist,UNCHANGED,Chermist,Apprentice Chemist
Apprentice Chers in Army,1,Apprentice Chers in Army,UNCHANGED,Chers,Apprentice Ochers in Army
Apprentice Chif Domestic Servant,1,Apprentice Chif Domestic Servant,UNCHANGED,Chif,Apprentice Chef Domestic Servant
Apprentice Citting,1,Apprentice Citting,UNCHANGED,Citting,Apprentice Sitting
