occupation,count,corrected_occupation,change_category
Driver,172,Driver,UNCHANGED
Farmer and Miller,172,Farmer and Miller,UNCHANGED
Flaxdresser,172,Flaxdresser,UNCHANGED
Millwright,171,Millwright,STANDARD
Teacher of Music,171,Teacher of Music,UNCHANGED
Cholar,170,Cholar,UNCHANGED
Contractor,170,Contractor,UNCHANGED
Interest on Money,170,Interest on Money,STANDARD
Relieving Officer,170,Relieving Officer,UNCHANGED
Yarn Dresser,170,Yarn Dresser,STANDARD
Bank Porter,169,Bank Porter,STANDARD
General Clerk,169,General Clerk,UNCHANGED
Retired Merchant,169,Retired Merchant,UNCHANGED
Solicitors Managing Clerk,169,Solicitors Managing Clerk,STANDARD
F Servant,168,F Servant,UNCHANGED
Hardware Assistant,168,Hardware Assistant,STANDARD
Manager,168,Manager,UNCHANGED
Quarry Man,168,Quarry Man,STANDARD
Schoolmaster,167,Schoolmaster,STANDARD
Assistant Draper,166,Assistant Draper,STANDARD
Tramp,166,Tramp,UNCHANGED
General Labouer,165,General Labouer,STANDARD
Matron,165,Matron,UNCHANGED
Tea Merchant,165,Tea Merchant,STANDARD
Driller,164,Driller,UNCHANGED
Foundry Labourer,164,Foundry Labourer,STANDARD
Hardware Merchant,164,Hardware Merchant,STANDARD
Mother,164,Mother,UNCHANGED
Parlourmaid Domestic Servant,164,Parlourmaid Domestic Servant,STANDARD
F Wife,163,F Wife,STANDARD
Farmes Son,163,Farmes Son,UNCHANGED
Grocer and Farmer,163,Grocer and Farmer,UNCHANGED
Builder's Labourer,162,Builder's Labourer,STANDARD
Cork Cutter,162,Cork Cutter,STANDARD
Domestic Servant Nurse,162,Domestic Servant Nurse,STANDARD
Gardener Domestic,162,Gardener Domestic,STANDARD
Market Gardener,162,Market Gardener,STANDARD
Professor,162,Professor,UNCHANGED
Stable Man,162,Stable Man,STANDARD
Woolen Weaver,162,Woolen Weaver,STANDARD
Civil Servant,161,Civil Servant,UNCHANGED
Agricultural Farm Labourer,160,Agricultural Farm Labourer,STANDARD
Farmer and Mason,160,Farmer and Mason,UNCHANGED
Heard,160,Heard,UNCHANGED
House Duties,160,House Duties,STANDARD
Samestress,160,Samestress,UNCHANGED
Boot Closer,159,Boot Closer,STANDARD
Schoolgirl,159,Schoolgirl,UNCHANGED
Farmer's Nephew,158,Farmer's Nephew,STANDARD
Mothers Help,158,Mothers Help,STANDARD
Rural Post Man,158,Rural Post Man,STANDARD
Writing Clerk,158,Writing Clerk,UNCHANGED
Assistant Teacher,157,Assistant Teacher,STANDARD
Druggist,157,Druggist,UNCHANGED
Farm Domestic Servant,157,Farm Domestic Servant,STANDARD
Scutcher,157,Scutcher,UNCHANGED
Plater,156,Plater,UNCHANGED
Domestic Servant Gardener,155,Domestic Servant Gardener,STANDARD
Gentleman Farmer,155,Gentleman Farmer,STANDARD
Physician and Surgeon,155,Physician and Surgeon,UNCHANGED
Retired Publican,155,Retired Publican,STANDARD
Footman,154,Footman,UNCHANGED
Cotton Winder,153,Cotton Winder,STANDARD
Farmer's son,153,Farmer's son,UNCHANGED
Flax Doffer,153,Flax Doffer,UNCHANGED
Income from Dividends,153,Income from Dividends,STANDARD
Mantle Maker,153,Mantle Maker,STANDARD
Organist,153,Organist,UNCHANGED
Shephard,153,Shephard,UNCHANGED
Weaver Cambric,153,Weaver Cambric,STANDARD
Clerk Commercial,152,Clerk Commercial,STANDARD
General Farm Servant,152,General Farm Servant,STANDARD
Infants,152,Infants,UNCHANGED
Agricultural Laboure,151,Agricultural Laboure,UNCHANGED
Agricultural Labourers,151,Agricultural Labourers,UNCHANGED
Bricklayer's Labourer,151,Bricklayer's Labourer,UNCHANGED
Clerk Unemployed,151,Clerk Unemployed,STANDARD
Student of Theology,151,Student of Theology,STANDARD
Lab,150,Lab,UNCHANGED
Pharmaceutical Chemist,150,Pharmaceutical Chemist,UNCHANGED
Professor of Music,150,Professor of Music,UNCHANGED
Tailor and Farmer,150,Tailor and Farmer,UNCHANGED
Able Seaman,149,Able Seaman,UNCHANGED
Mill Hand,149,Mill Hand,STANDARD
Rate Collector,149,Rate Collector,STANDARD
Wife of Farmer,149,Wife of Farmer,UNCHANGED
Yard Man,149,Yard Man,STANDARD
Clothes Dealer,148,Clothes Dealer,STANDARD
Flax Preparer,148,Flax Preparer,STANDARD
Laundress Domestic Servant,148,Laundress Domestic Servant,STANDARD
Power Loom Tenter,148,Power Loom Tenter,STANDARD
Stone Dresser,148,Stone Dresser,STANDARD
Farm Son,147,Farm Son,STANDARD
H Keeper,147,H Keeper,STANDARD
Nill,147,Nill,UNCHANGED
Platers Helper,147,Platers Helper,STANDARD
Vagrant,147,Vagrant,UNCHANGED
Apprentice Fitter,146,Apprentice Fitter,STANDARD
Builder and Contractor,146,Builder and Contractor,UNCHANGED
Labourer in Shipyard,146,Labourer in Shipyard,STANDARD
Surveyor,146,Surveyor,UNCHANGED
Teaching,146,Teaching,UNCHANGED
Woollen Weaver,146,Woollen Weaver,UNCHANGED
Yarn Bundler,146,Yarn Bundler,STANDARD
Grocer and Spirit Merchant,145,Grocer and Spirit Merchant,STANDARD
Income from House Property,145,Income from House Property,UNCHANGED
Linen Waver,145,Linen Waver,UNCHANGED
Tenter,145,Tenter,UNCHANGED
Weaver Damask,145,Weaver Damask,STANDARD
Distillery Labourer,144,Distillery Labourer,STANDARD
Dress Making,144,Dress Making,STANDARD
Roman Catholic Curate,144,Roman Catholic Curate,STANDARD
Billiard Marker,143,Billiard Marker,STANDARD
Catholic Clergyman,143,Catholic Clergyman,UNCHANGED
Companion,143,Companion,UNCHANGED
Farmer and Labourer,143,Farmer and Labourer,STANDARD
Grocer's Porter,143,Grocer's Porter,STANDARD
Keeping House,143,Keeping House,STANDARD
Railway Platelayer,143,Railway Platelayer,STANDARD
Timber Merchant,143,Timber Merchant,STANDARD
Vegetable Dealer,143,Vegetable Dealer,STANDARD
Brushmaker,142,Brushmaker,STANDARD
Fruiterer,142,Fruiterer,UNCHANGED
Roman Catholic Clergyman,142,Roman Catholic Clergyman,STANDARD
Helper,141,Helper,UNCHANGED
Plate Layer,141,Plate Layer,STANDARD
Sewing,141,Sewing,UNCHANGED
Spinner Linen,141,Spinner Linen,STANDARD
Town Postman,141,Town Postman,STANDARD
Iron Ore Miner,140,Iron Ore Miner,UNCHANGED
Landed Proprietor,140,Landed Proprietor,STANDARD
Presbyterian Minister,140,Presbyterian Minister,STANDARD
Smother,140,Smother,UNCHANGED
Master Carpenter,139,Master Carpenter,STANDARD
Spreader,139,Spreader,UNCHANGED
Veterinary Surgeon,139,Veterinary Surgeon,UNCHANGED
Living on Interest of Money,137,Living on Interest of Money,UNCHANGED
Priest,136,Priest,UNCHANGED
Blacksmith and Farmer,135,Blacksmith and Farmer,UNCHANGED
Fire Man,135,Fire Man,STANDARD
Fisher,135,Fisher,UNCHANGED
Pawn Broker,135,Pawn Broker,STANDARD
Bill Poster,134,Bill Poster,STANDARD
Coach Man Domestic Servant,134,Coach Man Domestic Servant,STANDARD
Linen Manufacturer,134,Linen Manufacturer,STANDARD
Not,134,Not,UNCHANGED
Shop Apprentice,134,Shop Apprentice,STANDARD
Stableman,134,Stableman,UNCHANGED
General Draper,133,General Draper,UNCHANGED
Daughter of Farmer,132,Daughter of Farmer,UNCHANGED
Poultry Dealer,132,Poultry Dealer,STANDARD
Stonemason,132,Stonemason,STANDARD
Attending a School,131,Attending a School,UNCHANGED
Insurance Clerk,131,Insurance Clerk,STANDARD
Medical Doctor,131,Medical Doctor,UNCHANGED
Pattern Maker,131,Pattern Maker,STANDARD
Winder Linen,131,Winder Linen,STANDARD
Cardriver,129,Cardriver,UNCHANGED
Work on Farm,129,Work on Farm,UNCHANGED
Boarding House,128,Boarding House,STANDARD
Building Contractor,128,Building Contractor,UNCHANGED
Constable R.I.C.,128,Constable R.I.C.,STANDARD
Linen Warper,128,Linen Warper,UNCHANGED
Ship Joiner,128,Ship Joiner,STANDARD
Warp Winder,128,Warp Winder,UNCHANGED
Plough Man,127,Plough Man,STANDARD
Power Loom Weaver,127,Power Loom Weaver,STANDARD
Schoolmistress,127,Schoolmistress,STANDARD
General Servant D,126,General Servant D,STANDARD
House Owner,126,House Owner,STANDARD
Parlour Maid Domestic,126,Parlour Maid Domestic,STANDARD
Polisher,126,Polisher,UNCHANGED
Cotton Spinner,125,Cotton Spinner,STANDARD
Embroidery,125,Embroidery,UNCHANGED
Groom Domestic,125,Groom Domestic,STANDARD
Labourer in Factory,125,Labourer in Factory,STANDARD
Warper,125,Warper,UNCHANGED
Washwoman,125,Washwoman,UNCHANGED
No occupation,124,No occupation,UNCHANGED
Boat Builder,123,Boat Builder,STANDARD
Invalid,122,Invalid,STANDARD
Farmer's Daughter in Law,121,Farmer's Daughter in Law,STANDARD
Laundry,121,Laundry,UNCHANGED
Thatcher,121,Thatcher,UNCHANGED
Weaver of Linen,121,Weaver of Linen,UNCHANGED
Workmistress,121,Workmistress,UNCHANGED
Banker,120,Banker,UNCHANGED
Drapery,120,Drapery,UNCHANGED
Farmservant,120,Farmservant,UNCHANGED
Hotel Waiter,120,Hotel Waiter,STANDARD
House Keper,120,House Keper,UNCHANGED
Jarvey,120,Jarvey,UNCHANGED
Ladies Nurse,120,Ladies Nurse,UNCHANGED
Natl. Teacher,120,Natl. Teacher,UNCHANGED
Prison Warder,120,Prison Warder,STANDARD
School Child,120,School Child,UNCHANGED
Wool Carder,120,Wool Carder,STANDARD
Children,119,Children,UNCHANGED
Coal Dealer,119,Coal Dealer,STANDARD
Flax Drawer,119,Flax Drawer,UNCHANGED
Nat. School Teacher,119,Nat. School Teacher,STANDARD
Scholar Attending School,119,Scholar Attending School,UNCHANGED
Apprentice Clerk,118,Apprentice Clerk,STANDARD
Bookfolder,118,Bookfolder,UNCHANGED
Errand Boy,118,Errand Boy,STANDARD
Farmer and Tailor,118,Farmer and Tailor,UNCHANGED
General Labourers,118,General Labourers,UNCHANGED
Mate,118,Mate,UNCHANGED
Retired Linen Weaver,118,Retired Linen Weaver,STANDARD
Servant Cook,118,Servant Cook,STANDARD
General Housework,117,General Housework,UNCHANGED
Laboure,117,Laboure,UNCHANGED
Landholder,117,Landholder,UNCHANGED
Retired Agricultural Labourer,117,Retired Agricultural Labourer,STANDARD
Attendant,116,Attendant,UNCHANGED
Black Smyth,116,Black Smyth,STANDARD
Corn Porter,116,Corn Porter,STANDARD
Employed on Farm,116,Employed on Farm,UNCHANGED
House Agent,116,House Agent,STANDARD
House Business,116,House Business,STANDARD
Income from Land,116,Income from Land,UNCHANGED
Farmers Daugh,115,Farmers Daugh,UNCHANGED
House Assistant,115,House Assistant,STANDARD
Retired Housekeeper,115,Retired Housekeeper,STANDARD
General Laboure,114,General Laboure,UNCHANGED
Grocer's Apprentice,114,Grocer's Apprentice,STANDARD
Joiner on Strike,114,Joiner on Strike,STANDARD
Night Watchman,114,Night Watchman,STANDARD
Retired Farmer's Wife,114,Retired Farmer's Wife,STANDARD
Stone Breaker,114,Stone Breaker,STANDARD
Police Constable,113,Police Constable,UNCHANGED
Student of Medicine,113,Student of Medicine,UNCHANGED
Apprentice Tailor,112,Apprentice Tailor,STANDARD
Dyer,112,Dyer,UNCHANGED
Office Clerk,112,Office Clerk,STANDARD
Ordnance Surveyor,112,Ordnance Surveyor,UNCHANGED
Road Labourer,112,Road Labourer,STANDARD
Spinner in Factory,112,Spinner in Factory,UNCHANGED
Winder in Mill,112,Winder in Mill,STANDARD
Apprentice Plumber,111,Apprentice Plumber,STANDARD
Catholic Priest,111,Catholic Priest,UNCHANGED
Farmer's Daught,111,Farmer's Daught,UNCHANGED
Farmerswife,111,Farmerswife,UNCHANGED
Fish Merchant,111,Fish Merchant,STANDARD
Jute Weaver,111,Jute Weaver,UNCHANGED
Nailer,111,Nailer,UNCHANGED
Sr of Mercy,111,Sr of Mercy,UNCHANGED
Boot Merchant,110,Boot Merchant,UNCHANGED
Bricklayer Labourer,110,Bricklayer Labourer,STANDARD
Cabinetmaker,110,Cabinetmaker,STANDARD
Handkerchief Folder,110,Handkerchief Folder,STANDARD
Launderess,109,Launderess,UNCHANGED
Messanger,109,Messanger,UNCHANGED
Nat. Teacher,109,Nat. Teacher,UNCHANGED
Rope Spinner,109,Rope Spinner,STANDARD
Shepherd's Son,109,Shepherd's Son,STANDARD
Chimney Sweep,108,Chimney Sweep,UNCHANGED
Harnessmaker,108,Harnessmaker,UNCHANGED
House Kepper,108,House Kepper,STANDARD
Merchant Sailor,108,Merchant Sailor,STANDARD
None Stated,108,None Stated,UNCHANGED
Brass Moulder,107,Brass Moulder,STANDARD
Brewer,107,Brewer,UNCHANGED
Doffer in Spinning Mill,107,Doffer in Spinning Mill,STANDARD
Farmes Daughter,107,Farmes Daughter,UNCHANGED
Fishmonger,106,Fishmonger,UNCHANGED
Linen Yarn Spinner,106,Linen Yarn Spinner,UNCHANGED
N. School Teacher,106,N. School Teacher,UNCHANGED
Scholar at School,106,Scholar at School,UNCHANGED
Breadserver,105,Breadserver,UNCHANGED
Farm,105,Farm,UNCHANGED
Farmer and Road Contractor,105,Farmer and Road Contractor,STANDARD
Asylum Nurse,104,Asylum Nurse,UNCHANGED
Corn Miller,104,Corn Miller,STANDARD
Domestic Cook,104,Domestic Cook,STANDARD
Domestic Housekeeper,104,Domestic Housekeeper,STANDARD
Farms Son,104,Farms Son,UNCHANGED
Furniture Dealer,104,Furniture Dealer,UNCHANGED
General Housekeeper,104,General Housekeeper,STANDARD
Housekeeper at Home,104,Housekeeper at Home,STANDARD
Kitchenmaid Domestic Servant,104,Kitchenmaid Domestic Servant,STANDARD
Linen Weaver in Factory,104,Linen Weaver in Factory,UNCHANGED
Servant Girl,104,Servant Girl,STANDARD
Servant Unemployed,104,Servant Unemployed,STANDARD
Brickyard Labourer,103,Brickyard Labourer,UNCHANGED
Farm Daughter,103,Farm Daughter,UNCHANGED
Inmate of Home,103,Inmate of Home,UNCHANGED
Labourer on Railway,103,Labourer on Railway,STANDARD
Servant General Domestic,103,Servant General Domestic,STANDARD
Butter Merchant,102,Butter Merchant,UNCHANGED
Dairy Proprietor,102,Dairy Proprietor,UNCHANGED
Dairy Woman,102,Dairy Woman,STANDARD
Factory Winder,102,Factory Winder,STANDARD
House and Parlour Maid Domestic Servant,102,House and Parlour Maid Domestic Servant,STANDARD
Labouring Man,102,Labouring Man,UNCHANGED
Maid Domestic Servant,102,Maid Domestic Servant,STANDARD
Railway Signal Man,102,Railway Signal Man,STANDARD
Schola,102,Schola,UNCHANGED
Silk Weaver,102,Silk Weaver,STANDARD
Woollen Draper,102,Woollen Draper,UNCHANGED
Attendant on Insane,101,Attendant on Insane,UNCHANGED
Cab Driver,101,Cab Driver,STANDARD
Non,101,Non,UNCHANGED
Shop Manager,101,Shop Manager,STANDARD
Watchman,101,Watchman,STANDARD
Assistant Shopkeeper,100,Assistant Shopkeeper,STANDARD
Chimney Cleaner,100,Chimney Cleaner,STANDARD
Factory Weaver,100,Factory Weaver,UNCHANGED
Farm Helper,100,Farm Helper,UNCHANGED
Flax Mill Worker,100,Flax Mill Worker,STANDARD
General Work,100,General Work,UNCHANGED
Herd's Son,100,Herd's Son,STANDARD
Jockey,100,Jockey,UNCHANGED
Labourer in Foundry,100,Labourer in Foundry,STANDARD
Linen Yarn Reeler,100,Linen Yarn Reeler,STANDARD
Manageress,100,Manageress,UNCHANGED
Nail Maker,100,Nail Maker,STANDARD
Provision Assistant,100,Provision Assistant,UNCHANGED
Servent,100,Servent,UNCHANGED
Son of Farmer,100,Son of Farmer,UNCHANGED
Tailors Cutter,100,Tailors Cutter,UNCHANGED
Bank Cashier,99,Bank Cashier,STANDARD
Farm Labourers,99,Farm Labourers,UNCHANGED
Home Work,99,Home Work,STANDARD
Plumber and Gasfitter,99,Plumber and Gasfitter,UNCHANGED
Pork Cutter,99,Pork Cutter,STANDARD
Soldier's Wife,99,Soldier's Wife,STANDARD
Winder in Linen Factory,99,Winder in Linen Factory,STANDARD
Agricultural Servant,98,Agricultural Servant,STANDARD
Cutter,98,Cutter,UNCHANGED
Hackler,98,Hackler,UNCHANGED
Iron Dresser,98,Iron Dresser,STANDARD
Machine Fitter,98,Machine Fitter,UNCHANGED
R. I. C. Pensioner,98,R. I. C. Pensioner,STANDARD
Wife of Labourer,98,Wife of Labourer,STANDARD
Constable R. I. C,97,Constable R. I. C,UNCHANGED
Disengaged,97,Disengaged,UNCHANGED
Draper's Apprentice,97,Draper's Apprentice,STANDARD
Footman Domestic Servant,97,Footman Domestic Servant,STANDARD
Labourer in Mill,97,Labourer in Mill,STANDARD
Landsteward,97,Landsteward,UNCHANGED
Mail Car Driver,97,Mail Car Driver,STANDARD
Shirt Factory,97,Shirt Factory,UNCHANGED
Apprentice Painter,96,Apprentice Painter,STANDARD
Bag Maker,96,Bag Maker,STANDARD
Biscuit Packer,96,Biscuit Packer,STANDARD
Machine Man,96,Machine Man,STANDARD
Married,96,Married,UNCHANGED
Plaster,96,Plaster,UNCHANGED
Waiteress,96,Waiteress,UNCHANGED
Certified Pupil,95,Certified Pupil,UNCHANGED
Dentist,95,Dentist,UNCHANGED
Farmers Daug,95,Farmers Daug,UNCHANGED
Millener,95,Millener,UNCHANGED
Needle Worker,95,Needle Worker,STANDARD
Penitent,95,Penitent,UNCHANGED
Quarryman,95,Quarryman,UNCHANGED
Smoother in Laundry,95,Smoother in Laundry,UNCHANGED
Sower,95,Sower,UNCHANGED
Apprentice Dressmaker,94,Apprentice Dressmaker,STANDARD
Carpenter Employed,94,Carpenter Employed,STANDARD
Merchant and Farmer,94,Merchant and Farmer,UNCHANGED
Not Known,94,Not Known,UNCHANGED
Reeler Flax,94,Reeler Flax,STANDARD
Shoeing Smith,94,Shoeing Smith,STANDARD
Bar Assistant,93,Bar Assistant,UNCHANGED
Farm Worker,93,Farm Worker,STANDARD
Lithographic Printer,93,Lithographic Printer,UNCHANGED
Ornamenter,93,Ornamenter,UNCHANGED
Retired Cook,93,Retired Cook,STANDARD
Sawer,93,Sawer,UNCHANGED
Clerk of Petty Sessions,92,Clerk of Petty Sessions,UNCHANGED
Collar Cutter,92,Collar Cutter,STANDARD
Family Grocer,92,Family Grocer,UNCHANGED
Flowerer,92,Flowerer,UNCHANGED
House and Parlour Maid,92,House and Parlour Maid,STANDARD
Law Student,92,Law Student,STANDARD
Policeman,92,Policeman,STANDARD
Private Lady,92,Private Lady,UNCHANGED
Settmaker,92,Settmaker,UNCHANGED
Sub Postmaster,92,Sub Postmaster,STANDARD
Wife of Above,92,Wife of Above,STANDARD
Workman,92,Workman,UNCHANGED
Assistant on Farm,91,Assistant on Farm,UNCHANGED
Drawer,91,Drawer,UNCHANGED
Farmer's Grand Son,91,Farmer's Grand Son,STANDARD
Grazier,91,Grazier,UNCHANGED
Herd's Daughter,91,Herd's Daughter,STANDARD
Lodge Keeper,91,Lodge Keeper,STANDARD
Wool Knitter,91,Wool Knitter,UNCHANGED
Bank Accountant,90,Bank Accountant,UNCHANGED
Cigarette Maker,90,Cigarette Maker,STANDARD
Coachbuilder,90,Coachbuilder,UNCHANGED
Drayman,90,Drayman,UNCHANGED
General Farm Labourer,90,General Farm Labourer,STANDARD
Glazier,90,Glazier,UNCHANGED
Kitchenmaid,90,Kitchenmaid,UNCHANGED
Railway Inspector,90,Railway Inspector,STANDARD
Apprentice Baker,89,Apprentice Baker,STANDARD
Cannot Read,89,Cannot Read,STANDARD
General Servant Domest,89,General Servant Domest,STANDARD
Hotel Proprietress,89,Hotel Proprietress,UNCHANGED
Machinst,89,Machinst,UNCHANGED
Master Baker,89,Master Baker,STANDARD
Mid Wife,89,Mid Wife,STANDARD
Shopman Draper,89,Shopman Draper,STANDARD
Sorting Clerk and Telegraphist,89,Sorting Clerk and Telegraphist,STANDARD
Tea Traveller,89,Tea Traveller,STANDARD
Wine and Spirit Merchant,89,Wine and Spirit Merchant,UNCHANGED
Bottler,88,Bottler,UNCHANGED
Domestic Labourer,88,Domestic Labourer,UNCHANGED
Home Duties,88,Home Duties,UNCHANGED
Lodging Housekeeper,88,Lodging Housekeeper,STANDARD
Natl. School Teacher,88,Natl. School Teacher,UNCHANGED
"Nurse, Domestic Servant",88,"Nurse, Domestic Servant",STANDARD
Ornamentor,88,Ornamentor,UNCHANGED
Pecheur,88,Pecheur,UNCHANGED
Presbyterian Clergyman,88,Presbyterian Clergyman,UNCHANGED
Sea Captain,88,Sea Captain,STANDARD
Spinner in Spinning Mill,88,Spinner in Spinning Mill,UNCHANGED
Storeman,88,Storeman,UNCHANGED
Weaver in Factory,88,Weaver in Factory,STANDARD
Box Folder,87,Box Folder,STANDARD
Hosier,87,Hosier,UNCHANGED
Lady's Maid,87,Lady's Maid,UNCHANGED
Linnen Winder,87,Linnen Winder,UNCHANGED
Navy Pensioner,87,Navy Pensioner,UNCHANGED
Retired Dressmaker,87,Retired Dressmaker,STANDARD
Students,87,Students,UNCHANGED
Dealer in Fruit,86,Dealer in Fruit,UNCHANGED
Farm Labouer,86,Farm Labouer,UNCHANGED
Farm Steward,86,Farm Steward,UNCHANGED
General Grocer,86,General Grocer,UNCHANGED
Keeps House,86,Keeps House,UNCHANGED
Labouror,86,Labouror,UNCHANGED
Mother's Help,86,Mother's Help,UNCHANGED
Retired,86,Retired,UNCHANGED
Schalar,86,Schalar,UNCHANGED
Shepherd's Daughter,86,Shepherd's Daughter,STANDARD
Solicitors Apprentice,86,Solicitors Apprentice,UNCHANGED
Widow of Labourer,86,Widow of Labourer,UNCHANGED
Worker in Thread Factory,86,Worker in Thread Factory,UNCHANGED
Apprentice Engineer,85,Apprentice Engineer,STANDARD
Apprentice Joiner,85,Apprentice Joiner,STANDARD
Beetler,85,Beetler,UNCHANGED
Dresmaker,85,Dresmaker,UNCHANGED
Labourer in Distillery,85,Labourer in Distillery,STANDARD
Parlourmaid,85,Parlourmaid,UNCHANGED
Pipe Maker,85,Pipe Maker,UNCHANGED
Professional Nurse,85,Professional Nurse,STANDARD
S,85,S,STANDARD
Shopman Grocer,85,Shopman Grocer,STANDARD
Spinning Master,85,Spinning Master,STANDARD
Caulker,84,Caulker,UNCHANGED
Cloth Finisher,84,Cloth Finisher,UNCHANGED
Leather Cutter,84,Leather Cutter,STANDARD
Maid,84,Maid,UNCHANGED
Quay Porter,84,Quay Porter,UNCHANGED
Sisters of Mercy,84,Sisters of Mercy,UNCHANGED
Slator,84,Slator,UNCHANGED
Sub Postmistress,84,Sub Postmistress,STANDARD
Hosiery Knitter,83,Hosiery Knitter,STANDARD
Lock Keeper,83,Lock Keeper,STANDARD
No Proffession,83,No Proffession,UNCHANGED
Pedler,83,Pedler,UNCHANGED
Stevedore,83,Stevedore,UNCHANGED
Yardman,83,Yardman,UNCHANGED
Dairyman's Son,82,Dairyman's Son,STANDARD
General Servant Unemployed,82,General Servant Unemployed,STANDARD
Land Lady,82,Land Lady,STANDARD
Land Stewart,82,Land Stewart,STANDARD
Linen Mill Worker,82,Linen Mill Worker,STANDARD
Railway Official,82,Railway Official,STANDARD
Sculptor,82,Sculptor,UNCHANGED
Cycle Agent,81,Cycle Agent,UNCHANGED
Lamp Lighter,81,Lamp Lighter,STANDARD
Pawnbrokers Assistant,81,Pawnbrokers Assistant,UNCHANGED
Schlor,81,Schlor,UNCHANGED
Wood Carver,81,Wood Carver,STANDARD
Chemist Assistant,80,Chemist Assistant,STANDARD
Dairy Labourer,80,Dairy Labourer,STANDARD
Gas Stoker,80,Gas Stoker,UNCHANGED
Grocer and C,80,Grocer and C,UNCHANGED
Grocer and Spirit Dealer,80,Grocer and Spirit Dealer,STANDARD
Hatter,80,Hatter,UNCHANGED
Sextoness,80,Sextoness,UNCHANGED
Shop Asst,80,Shop Asst,STANDARD
Solicitor's General Clerk,80,Solicitor's General Clerk,UNCHANGED
Turner,80,Turner,UNCHANGED
Assisting on Farm,79,Assisting on Farm,UNCHANGED
Attending at School,79,Attending at School,UNCHANGED
Clerk of Works,79,Clerk of Works,UNCHANGED
Coal Carrier,79,Coal Carrier,STANDARD
Crochet Worker,79,Crochet Worker,STANDARD
F. Daughter,79,F. Daughter,UNCHANGED
Linen Yarn Dresser,79,Linen Yarn Dresser,STANDARD
Maltster,79,Maltster,UNCHANGED
Marine Dealer,79,Marine Dealer,UNCHANGED
Nurse Tender,79,Nurse Tender,STANDARD
Retired Weaver,79,Retired Weaver,STANDARD
Store Man,79,Store Man,STANDARD
Veiner in Factory,79,Veiner in Factory,UNCHANGED
